,省份,城市,行政区,具体位置,数据来源,网址
37,江西省,南昌,国家高新技术产业开发区,麻丘镇麻丘街瑶湖花园,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
38,江西省,南昌,国家高新技术产业开发区,昌东镇光明村,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
39,江西省,南昌,国家高新技术产业开发区,麻丘镇文教路,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
40,江西省,南昌,青云谱区,青云谱镇上海南路墅溪公寓,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
41,江西省,南昌,青云谱区,三家店街道井冈山大道,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
42,江西省,南昌,青云谱区,青云谱镇城南家园,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
43,江西省,南昌,东湖区,董家窑街道八一大道,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
44,江西省,南昌,东湖区,豫章街道青山南路阳明锦城,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
45,江西省,南昌,东湖区,董家窑街道永外正街,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
46,江西省,南昌,东湖区,豫章街道三经路,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
47,江西省,南昌,东湖区,董家窑街道青山路蓝天碧水小区,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
48,江西省,南昌,东湖区,大院街道省府西路,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
49,江西省,南昌,青山湖区,塘山镇香溢花城,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
50,江西省,南昌,青山湖区,罗家镇赵坊秦村,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
51,江西省,南昌,青山湖区,京东镇京东南大道西,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
52,江西省,南昌,青山湖区,高新技术产业园区高新南大道鑫和园小区,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
53,江西省,南昌,青山湖区,湖坊镇庐山花园,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
54,江西省,南昌,新建区,溪霞镇甘舍村,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
55,江西省,南昌,新建区,长堎镇兴国路,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
56,江西省,南昌,红谷滩新区,沙井街道万达华府,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
57,江西省,南昌,安义县,石鼻镇向坊村,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
58,江西省,南昌,安义县,长埠镇车田村,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
59,江西省,南昌,安义县,江西省南昌市安义县石鼻镇古楼村,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
60,江西省,南昌,经济技术开发区,冠山管理处,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
61,江苏省,淮安,淮安区,浅深浴室,bendibao.com,http://m.ha.bendibao.com/mip/1636.shtm
62,江苏省,淮安,经开区,大湖城邦小区,bendibao.com,http://m.ha.bendibao.com/mip/1636.shtm
63,广东省,广州,番禺区,巨大国际公寓,2月8日广西新增确诊病例12例 新增死亡病例1例,http://news.gxnews.com.cn/staticpages/20200209/newgx5e3f4bbc-19247534-3.shtml
64,陕西省,西安,周至县,县城西关农贸市场,xiancity.cn,http://o.xiancity.cn/system/2020/02/09/030713354.shtml
65,陕西省,西安,雁塔区,南窑头公交车站,西安高新区一名患者被确定为新冠肺炎 急寻密切接触者,http://sn.ifeng.com/a/20200209/8181674_0.shtml
66,陕西省,西安,新城区,多彩商城,shaanxi.gov.cn,http://sxwjw.shaanxi.gov.cn/art/2020/2/13/art_9_67993.html
67,陕西省,西安,未央区,辛家庙社区卫生服务中心,shaanxi.gov.cn,http://sxwjw.shaanxi.gov.cn/art/2020/2/3/art_9_67666.html
68,辽宁省,沈阳,铁西区,彰驿镇前庙村,bendibao.com,http://sy.bendibao.com/news/202023/55857.shtm
69,广东省,广州,番禺区,钟村街晋富路,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5648584.html
70,广东省,广州,天河区,棠下街道棠德花苑,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5662091.html
71,广东省,广州,番禺区,市桥街道仓边大街,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5662091.html
72,广东省,广州,花都区,花城街道茶园路,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5662091.html
73,内蒙古省,呼和浩特,赛罕区,九州通药业有限公司,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/01/286091.shtml
74,内蒙古省,呼和浩特,赛罕区,凯德MALL,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/01/286091.shtml
75,内蒙古省,鄂尔多斯,达拉特旗,陶瓷广场地下商场,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/02/286191.shtml
76,内蒙古省,鄂尔多斯,达拉特旗,中和西镇南伙房村,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/02/286191.shtml
77,内蒙古省,鄂尔多斯,达拉特旗,东源新村,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/02/286191.shtml
78,内蒙古省,通辽,霍林郭勒,友谊路亿达抻面馆,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
79,内蒙古省,通辽,霍林郭勒,锡林大街天都火锅,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
80,内蒙古省,通辽,霍林郭勒,宝日呼吉尔街道金亚辰水世界,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
81,内蒙古省,通辽,霍林郭勒,珠斯花街道豪林国际小区双利超市,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
82,广东省,深圳,宝安区,丽枫酒店（深圳海雅缤纷城店）,sz.gov.cn,http://wjw.sz.gov.cn/yqxx/202002/t20200209_19006168.htm
83,山西省,长治,长治市,武乡县,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
84,山西省,太原,尖草坪区,汇丰街道兴华北小区,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
85,山西省,太原,小店区,山西省政法管理干部学院宿舍,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
86,山西省,太原,小店区,正阳街汇泰丽城,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
87,山西省,太原,小店区,华泰御景湾,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
88,山西省,太原,杏花岭区,胜利桥东路省统计局宿舍,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
89,山西省,太原,阳曲县,文玲旅店（阳曲县北塔地新村杨兴小区门口）,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
90,山西省,太原,阳曲县,阳曲县益源液化气公司,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
91,山西省,太原,晋源区,焦化小区,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
92,山西省,太原,杏花岭区,胜利东街晋安3号院,第32号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/08/955916.shtml
93,上海市,上海,浦东区,汤臣豪园四期,sh.gov.cn,http://wsjkw.sh.gov.cn/xwfb/20200208/f3882592b1144b558a13a5a9c4ac4a9f.html
94,宁夏省,吴忠,红寺堡区,新庄集乡东川村,wuzhong.gov.cn,http://www.wuzhong.gov.cn/ztzl/ztlb/kjyq/202001/t20200130_1936123.html
95,广东省,惠州,惠阳区,新圩东风村,hznews.com,http://wx.hznews.com/data/hzby_2019-nCoV/index_bl.php
96,辽宁省,沈阳,沈河区,汉庭酒店,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
97,辽宁省,沈阳,法库县,百家沟镇刘大沟村,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
98,辽宁省,沈阳,法库县,华溪绿洲洗浴中心,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
99,辽宁省,沈阳,法库县,北街农贸市场,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
100,辽宁省,沈阳,法库县,大明市场,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
101,辽宁省,沈阳,和平区,雅致永乐汇商务会馆,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
102,内蒙古省,锡林郭勒盟,多伦县,大北沟镇南风雨诊所,Baidu,https://baijiahao.baidu.com/s?id=1658403541897422656&wfr=spider&for=pc
103,广东省,江门,开平市,美宜佳超市(I DO酒吧),南方都市报 • 南都江门,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=12
104,广东省,广州,天河区,东圃镇车陂高地大街,南方都市报 • 南都江门,https://m.mp.oeeee.com/a/BAAFRD000020200212262511.html
105,陕西省,西安,雁塔区,延平门地铁站,新浪陕西,https://m.weibo.cn/2162541102/4469831778965414
106,陕西省,商洛,丹凤县,商镇桃源村小河卫生室,新浪陕西,https://m.weibo.cn/2162541102/4469831778965414
107,陕西省,西安,雁塔区,东仪路职工活动中心,西安发布,https://m.weibo.cn/3757167087/4469821893163355
108,陕西省,西安,雁塔区,紫薇花园小区,西安发布,https://m.weibo.cn/3757167087/4469821893163355
109,陕西省,西安,雁塔区,KFC朱雀店（小寨银泰城店）,西安发布,https://m.weibo.cn/3757167087/4469821893163355
110,陕西省,西安,雁塔区,西北水电家属院,西安发布,https://m.weibo.cn/3757167087/4469821893163355
111,陕西省,西安,灞桥区,穆将王菜市场,西安发布,https://m.weibo.cn/3757167087/4471457452715962
112,陕西省,西安,雁塔区,鑫朱雀市场,西安发布,https://m.weibo.cn/3757167087/4471458430201395
113,陕西省,西安,雁塔区,曲江国际会展中心,西安发布,https://m.weibo.cn/3757167087/4471458430201395
114,山西省,运城,稷山县,稷山县稷峰镇太杜村,山西青年报,https://m.weibo.cn/detail/4468614512282405
115,广东省,中山,石岐区,民安街,中山发布,https://mp.weixin.qq.com/s/03w_HdZGypbtAG33jikquw
116,广东省,中山,三角镇,沙栏西路,中山发布,https://mp.weixin.qq.com/s/0xihh12dgBBxbfozR6fnNg
117,辽宁省,沈阳,辽中区,念慈堂殡葬服务中心,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
118,辽宁省,葫芦岛,南票区,打渔山幸福小区,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
119,辽宁省,朝阳,朝阳县,根德营子乡平房村,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
120,辽宁省,朝阳,朝阳县,肖家店露天集市,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
121,陕西省,咸阳,秦都区,世纪大道金泰丝路花城东边儿童摄影馆,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
122,陕西省,咸阳,秦都区,东张村,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
123,陕西省,咸阳,秦都区,沣河森林公园,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
124,陕西省,咸阳,秦都区,妇幼保健院,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
125,陕西省,咸阳,秦都区,沣西新城,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
126,宁夏省,银川,西夏区,工行家属院小区,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
127,宁夏省,银川,西夏区,文萃街宁阳店新百超市,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
128,宁夏省,银川,西夏区,浙江商城地下负一层新百超市,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
129,宁夏省,银川,西夏区,老百货大楼,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
130,宁夏省,银川,西夏区,三小西侧远志堂大药店,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
131,宁夏省,银川,西夏区,同心路东塔巷露天市场,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
132,宁夏省,银川,兴庆区,解放路新百ccmall俏玲珑餐厅,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
133,宁夏省,银川,兴庆区,银川国际商贸城门口,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
134,宁夏省,银川,兴庆区,新世纪冷链物流中心水果交易厅小任果蔬批发店,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
135,宁夏省,银川,兴庆区,温州商城,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
136,宁夏省,银川,金凤区,新华联商厦HM店,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
137,宁夏省,中卫,沙坡头区,宣和乡草台新隆村,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
138,江苏省,宿迁,宿城区,埠子镇官庄小区,宿迁之声,https://mp.weixin.qq.com/s/1gv6bdr4kVBq4nUYOMqJHg
139,江苏省,宿迁,宿城区,埠子镇阳光名邸小区张红旗浴池,宿迁之声,https://mp.weixin.qq.com/s/1gv6bdr4kVBq4nUYOMqJHg
140,上海市,上海,徐汇区,炎虹路76弄,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
141,上海市,上海,浦东区,陆家嘴锦绣前城,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
142,上海市,上海,浦东区,证大家园,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
143,上海市,上海,浦东区,上海贺普药业股份有限公司,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
144,上海市,上海,宝山区,共康雅苑（二期）,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
145,上海市,上海,嘉定区,华润中央公园,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
146,上海市,上海,松江区,亭中小区,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
147,上海市,上海,松江区,乐都西路1636弄,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
148,上海市,上海,松江区,久阳文华府邸,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
149,上海市,上海,长宁区,新华豪庭,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
150,上海市,上海,静安区,嘉利明珠城,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
151,陕西省,西安,未央区,兴隆路奥达文景观园员工宿舍,渭南发布,https://mp.weixin.qq.com/s/21pwvOkvunpCGf0F8UGsKQ
152,广东省,广州,越秀区,越秀南路,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
153,广东省,广州,荔湾区,文明路,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
154,广东省,广州,荔湾区,大南路,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
155,广东省,广州,荔湾区,大德路,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
156,广东省,广州,荔湾区,长寿路,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
157,山西省,忻州,忻府区,高城乡永丰庄村,山西发布,https://mp.weixin.qq.com/s/23fOSN0X3dT99e22m34Few
158,广东省,东莞,沙田镇,进港南路,东莞市卫生健康局,https://mp.weixin.qq.com/s/2COYPOACgINLbVZGLJ20pw
159,广东省,梅州,兴宁市,坭陂镇圩镇,梅州日报,https://mp.weixin.qq.com/s/2HRalKs46VxIkbLMBBGbCA
160,广东省,梅州,兴宁市,坭陂镇理中村,梅州日报,https://mp.weixin.qq.com/s/2HRalKs46VxIkbLMBBGbCA
161,江苏省,连云港,海州区,幸福路街道光明小区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
162,江苏省,连云港,海州区,新东街道文昌小区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
163,江苏省,连云港,海州区,路南街道盐河社区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
164,江苏省,连云港,海州区,丁庄村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
165,江苏省,连云港,海州区,新浦街道万山城市花园小区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
166,江苏省,连云港,海州区,浦南镇小兴村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
167,江苏省,连云港,海州区,新海街道矿山设计院家属区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
168,江苏省,连云港,海州区,洪门街道小康小区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
169,江苏省,连云港,灌南县,田楼镇林丰村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
170,江苏省,连云港,灌南县,新安镇运输公司家属院,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
171,江苏省,连云港,灌南县,新安镇黄浦银都城小区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
172,江苏省,连云港,灌南县,新安镇镇中村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
173,江苏省,连云港,东海县,牛山街道郑庄村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
174,江苏省,连云港,东海县,驼峰乡曹浦村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
