,省份,城市,行政区,具体位置,数据来源,网址
27,广东省,广州,海珠区,滨江街道沙地直街,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
28,广东省,广州,海珠区,江海街道大塘东边街,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
29,广东省,广州,海珠区,琶洲街道琶洲新村,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
30,广东省,广州,海珠区,赤岗街道纵横公寓,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
31,广东省,广州,海珠区,江悦酒店,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
32,广东省,广州,海珠区,赤岗街石榴岗路,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
33,广东省,广州,白云区,京溪街道广州大道北,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
34,广东省,广州,白云区,永平街道永泰中街,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
35,广东省,广州,白云区,三元里街道棠下三官后街,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
36,广东省,广州,越秀区,梅花村街道共和大街,广州市卫生健康委员会网站,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html
37,广东省,深圳,南山区,科技园华润城,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
38,广东省,深圳,南山区,鸿丰大酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
39,广东省,深圳,南山区,中洲万豪酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
40,广东省,深圳,南山区,南头街道麒麟花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
41,广东省,深圳,南山区,蛇口街道海境界,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
42,广东省,深圳,南山区,西丽阳光工业区,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
43,广东省,深圳,南山区,丽山路西湖林语,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
44,广东省,深圳,南山区,蓝月湾畔,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
45,广东省,深圳,南山区,宝能太古城北区,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
46,广东省,深圳,南山区,蛇口街道四海公寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
47,广东省,深圳,南山区,蔚蓝海岸,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
48,广东省,深圳,南山区,蛇口街道东角头港湾花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
49,广东省,深圳,南山区,锦绣花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
50,广东省,深圳,南山区,大冲宿禾服务式公寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
51,广东省,深圳,南山区,华侨城香山美墅,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
52,广东省,深圳,南山区,沙河街道沙河东路世纪村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
53,广东省,深圳,南山区,南山街道阳光棕榈园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
54,广东省,深圳,南山区,现代城华庭,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
55,广东省,深圳,南山区,南山街道友邻公寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
56,广东省,深圳,南山区,半岛城邦,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
57,广东省,深圳,南山区,海岸明珠,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
58,广东省,深圳,南山区,西丽街道德意名居,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
59,广东省,深圳,福田区,沙嘴村一坊,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
60,广东省,深圳,福田区,越众小区,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
61,广东省,深圳,福田区,福港路西阳光城市,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
62,广东省,深圳,福田区,福华新村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
63,广东省,深圳,福田区,碧华庭居翠园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
64,广东省,深圳,福田区,侨香村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
65,广东省,深圳,福田区,莲花街道福莲花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
66,广东省,深圳,福田区,香蜜新村东区,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
67,广东省,深圳,福田区,莲花街道景蜜村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
68,广东省,深圳,福田区,梅东三路半山御景,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
69,广东省,深圳,福田区,园岭新村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
70,广东省,深圳,福田区,益田花园豪园居,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
71,广东省,深圳,福田区,福保街道红树福苑,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
72,广东省,深圳,福田区,华强北街道航苑大厦西座,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
73,广东省,深圳,福田区,福保街道明月花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
74,广东省,深圳,福田区,竹子林越海家园依山阁,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
75,广东省,深圳,福田区,南园街道南园路232号工行公寓（五邑大厦）,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
76,广东省,深圳,龙岗区,嘉霖·龙禧（龙禧雅苑）,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
77,广东省,深圳,龙岗区,华浩源,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
78,广东省,深圳,龙岗区,坂田街道荔园新村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
79,广东省,深圳,龙岗区,龙城街道万象天成,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
80,广东省,深圳,龙岗区,布吉街道百合山庄,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
81,广东省,深圳,龙岗区,平湖特力商厦,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
82,广东省,深圳,龙岗区,中海康城,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
83,广东省,深圳,龙岗区,龙城街道东方沁园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
84,广东省,深圳,龙岗区,布澜路尚峰花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
85,广东省,深圳,龙岗区,龙岗街道宝能悦澜山,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
86,广东省,深圳,宝安区,福永街道星航华府,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
87,广东省,深圳,宝安区,西乡我们家公寓（海湾家2号楼）,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
88,广东省,深圳,宝安区,明玉路11号花样年·花郡,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
89,广东省,深圳,宝安区,桃源居,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
90,广东省,深圳,宝安区,航城街道南航明珠花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
91,广东省,深圳,宝安区,新安街道35小区安乐花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
92,广东省,深圳,宝安区,石岩街道伊隆达工业园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
93,广东省,深圳,宝安区,宝安大道与裕安一路交汇处卡罗社区,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
94,广东省,深圳,宝安区,松岗街道碧头社区华都公寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
95,广东省,深圳,宝安区,前海铂寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
96,广东省,深圳,龙华区,龙华圆酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
97,广东省,深圳,龙华区,民治街道丰泽湖山庄,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
98,广东省,深圳,龙华区,观澜街道华盛峰荟名庭2期,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
99,广东省,深圳,龙华区,观湖街道懿花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
100,广东省,深圳,龙华区,民治街道梅龙苑,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
101,广东省,深圳,龙华区,华业玫瑰四季2期,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
102,广东省,深圳,龙华区,观湖街道招商观园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
103,广东省,深圳,龙华区,金地上塘道1期,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
104,广东省,深圳,龙华区,民治街道翔龙御庭,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
105,广东省,深圳,龙华区,龙华街道新华苑2期,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
106,广东省,深圳,龙华区,民治街道金地梅陇镇,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
107,广东省,深圳,龙华区,观澜湖高尔夫大宅昆士顿区,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
108,广东省,深圳,罗湖区,罗湖村五坊,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
109,广东省,深圳,罗湖区,田贝二路金翠园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
110,广东省,深圳,罗湖区,红桂路红桂一街50号环保大院,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
111,广东省,深圳,罗湖区,长城大酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
112,广东省,深圳,光明区,公明街道振明路南庄合众豪庭后面三巷,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
113,广东省,深圳,坪山区,龙田街道东城大厦维也纳酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
114,广东省,深圳,坪山区,龙田街道号金茂园酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
115,广东省,深圳,坪山区,坪山街道万科金域缇香,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
116,广东省,深圳,坪山区,坪山街道易林源酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
117,广东省,深圳,盐田区,沙头角街道上东湾,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
118,广东省,深圳,大鹏新区,万豪酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
119,广东省,佛山,南海区,大沥镇黄岐万科四季花城,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
120,广东省,佛山,南海区,桂城街道保利叶公馆,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
121,广东省,佛山,南海区,里水镇金沙洲恒大御景半岛,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
122,广东省,佛山,南海区,西樵镇三胜颐景园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
123,广东省,佛山,南海区,大沥镇维京酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
124,广东省,佛山,南海区,桂城街道怡翠玫瑰园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
125,广东省,佛山,南海区,桂城街道夏南二大街,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
126,广东省,佛山,南海区,里水镇维也纳酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
127,广东省,佛山,南海区,桂城街道中海千灯湖1号,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
128,广东省,佛山,南海区,桂城街道景裕豪园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
129,广东省,佛山,南海区,大沥镇盐步隔海市场,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
130,广东省,佛山,南海区,狮山镇罗村力迅城筑,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
131,广东省,佛山,南海区,西樵镇西岸社区碧桂园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
132,广东省,佛山,顺德区,乐从镇御庭沣酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
133,广东省,佛山,顺德区,北滘镇深业城,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
134,广东省,佛山,顺德区,乐从镇保利拉菲,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
135,广东省,佛山,顺德区,容桂街道龙光尚街大厦,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
136,广东省,佛山,顺德区,北滘镇美的悦公馆,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
137,广东省,佛山,顺德区,北滘镇碧桂西苑听涛居,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
138,广东省,佛山,顺德区,容桂街道海尾晖胜尚轩,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
139,广东省,佛山,禅城区,南庄镇万科城,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
140,广东省,佛山,禅城区,石湾镇街道依云上城,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
141,广东省,佛山,禅城区,张槎街道保利香槟花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
142,广东省,佛山,禅城区,祖庙街道旭辉公元,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
143,广东省,佛山,禅城区,石湾镇街道碧桂园城市花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
144,广东省,佛山,三水区,西南街道博雅滨江,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
145,广东省,佛山,三水区,云东海街道雅湖半岛,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
146,广东省,佛山,三水区,云东海街道林海尚都,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
147,广东省,珠海,香洲区,吉大街道南山社区绿茵豪庭,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
148,广东省,珠海,香洲区,拱北街道将军山社区骏发山庄,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
149,广东省,珠海,香洲区,前山街道白石社区银石雅园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
150,广东省,珠海,香洲区,吉大街道锦江之星（九洲大道店）,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
151,广东省,珠海,香洲区,香湾街道香凤社区金域蓝湾,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
152,广东省,珠海,香洲区,前山街道春晖社区权英豪苑,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
153,广东省,珠海,香洲区,前山街道福石社区荣泰河庭,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
154,广东省,珠海,香洲区,梅华街道鸿业社区金鸿利嘉阁,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
155,广东省,珠海,香洲区,拱北街道迎宾社区蔚徕酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
156,广东省,珠海,香洲区,狮山街道东风社区望海楼,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
157,广东省,珠海,香洲区,狮山街道教育社区锦枫八方酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
158,广东省,珠海,金湾区,三灶镇万科城市花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
159,广东省,梅州,梅县区,梅州西站高铁站公寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
160,广东省,梅州,蕉岭县,新铺镇中心街,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
161,广东省,梅州,蕉岭县,新铺镇同福村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg
162,广东省,深圳,南山区,沙河街道华侨城东组团小区,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
163,广东省,深圳,南山区,南山街道学府花园,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
164,广东省,深圳,南山区,哈尔滨工业大学（深圳）宿舍楼,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
165,广东省,深圳,南山区,白石洲新堂花园,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
166,广东省,深圳,南山区,蛇口街道豪方泽公寓,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
167,广东省,深圳,福田区,上步中路盛夏公寓,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
168,广东省,深圳,福田区,笔架山公园员工宿舍,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
169,广东省,深圳,福田区,益田花园,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
170,广东省,深圳,福田区,新洲四街香江西苑,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
171,广东省,深圳,福田区,上沙东村八巷,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
172,广东省,深圳,福田区,莲花北村,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
173,广东省,深圳,龙岗区,布吉慢城,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
174,广东省,深圳,龙岗区,西环路八约1街龙富花园,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
175,广东省,深圳,龙岗区,华策中心城,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
176,广东省,深圳,龙岗区,金龙豪庭B栋,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
177,广东省,深圳,龙岗区,布吉新三村,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
178,广东省,深圳,宝安区,宏发世纪城,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
179,广东省,深圳,宝安区,泰华商业城,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
180,广东省,深圳,宝安区,新安街道甲岸村,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
181,广东省,深圳,宝安区,满京华云著花园,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
182,广东省,深圳,宝安区,星曜名城B栋,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
183,广东省,深圳,龙华区,星河丹堤,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
184,广东省,深圳,龙华区,南国丽园,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
185,广东省,深圳,罗湖区,中兴路88号汉庭酒店,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
186,广东省,深圳,光明区,新陂头村新美一村,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
187,广东省,深圳,光明区,宏发上域,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
188,广东省,深圳,光明区,薯田埔村福南路华业苑,最新！增27个小区！深圳确诊病人到过这些地方,http://wjw.sz.gov.cn/yqxx/202002/t20200203_18996658.htm
