,url,count
139,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200204_6674931.html,5
140,https://mp.weixin.qq.com/s/oGMG1xFfaJ3dnUs_gPHLzg,17
141,https://mp.weixin.qq.com/s/r_Vi9_HbC-fEx9iAOhJiHA,9
142,https://mp.weixin.qq.com/s/AR9o0zlUzl0MGbU54CfWzQ,5
143,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200208_6828726.html,2
144,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200209_6829137.html,6
145,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200207_6828199.html,1
146,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200210_6829498.html,4
147,https://mp.weixin.qq.com/s/xjZGu-rYlfr_57JUC-yv9g,1
148,https://mp.weixin.qq.com/s/gb33Pz92gZiVFRe1hy0YyQ,4
149,http://wsjkw.jlsy.gov.cn/xwzx/jgdt/202002/t20200202_360033.html,1
150,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200212_6836270.html,2
151,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200213_6836775.html,2
152,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200206_6827634.html,1
153,http://www.jiangmen.gov.cn/home/zwyw/content/post_1970234.html,1
154,http://wsjkj.zhuhai.gov.cn/zwgk/tzgg/content/post_2466822.html,1
155,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723463.html,56
156,http://wjw.hefei.gov.cn/ztzl/xxgzbdgrdfyyqfk/xxfb/17723955.html,22
157,http://www.jlcity.gov.cn/zt/qtzt/kjxgfy/tzgg/202002/t20200203_730660.html,4
