,省份,城市,数据来源,网址
56,江西省,南昌,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
57,江西省,南昌,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
58,江西省,南昌,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
59,江西省,南昌,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
60,江西省,南昌,南昌市卫生健康委员会,http://hc.nc.gov.cn/ncwjw/gzdt/202002/b5cf89720dbf4968850892328059db4c.shtml
61,江苏省,淮安,bendibao.com,http://m.ha.bendibao.com/mip/1636.shtm
62,江苏省,淮安,bendibao.com,http://m.ha.bendibao.com/mip/1636.shtm
63,广东省,广州,2月8日广西新增确诊病例12例 新增死亡病例1例,http://news.gxnews.com.cn/staticpages/20200209/newgx5e3f4bbc-19247534-3.shtml
64,陕西省,西安,xiancity.cn,http://o.xiancity.cn/system/2020/02/09/030713354.shtml
65,陕西省,西安,西安高新区一名患者被确定为新冠肺炎 急寻密切接触者,http://sn.ifeng.com/a/20200209/8181674_0.shtml
66,陕西省,西安,shaanxi.gov.cn,http://sxwjw.shaanxi.gov.cn/art/2020/2/13/art_9_67993.html
67,陕西省,西安,shaanxi.gov.cn,http://sxwjw.shaanxi.gov.cn/art/2020/2/3/art_9_67666.html
68,辽宁省,沈阳,bendibao.com,http://sy.bendibao.com/news/202023/55857.shtm
69,广东省,广州,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5648584.html
70,广东省,广州,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5662091.html
71,广东省,广州,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5662091.html
72,广东省,广州,gz.gov.cn,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5662091.html
73,内蒙古省,呼和浩特,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/01/286091.shtml
74,内蒙古省,呼和浩特,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/01/286091.shtml
75,内蒙古省,鄂尔多斯,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/02/286191.shtml
76,内蒙古省,鄂尔多斯,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/02/286191.shtml
77,内蒙古省,鄂尔多斯,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/02/286191.shtml
78,内蒙古省,通辽,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
79,内蒙古省,通辽,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
80,内蒙古省,通辽,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
81,内蒙古省,通辽,nmg.gov.cn,http://wjw.nmg.gov.cn/doc/2020/02/09/291226.shtml
82,广东省,深圳,sz.gov.cn,http://wjw.sz.gov.cn/yqxx/202002/t20200209_19006168.htm
83,山西省,长治,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
84,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
85,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
86,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
87,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
88,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
89,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
90,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
91,山西省,太原,第31号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/07/955867.shtml
92,山西省,太原,第32号通告 太原市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通告,http://wjw.taiyuan.gov.cn/doc/2020/02/08/955916.shtml
93,上海市,上海,sh.gov.cn,http://wsjkw.sh.gov.cn/xwfb/20200208/f3882592b1144b558a13a5a9c4ac4a9f.html
94,宁夏省,吴忠,wuzhong.gov.cn,http://www.wuzhong.gov.cn/ztzl/ztlb/kjyq/202001/t20200130_1936123.html
95,广东省,惠州,hznews.com,http://wx.hznews.com/data/hzby_2019-nCoV/index_bl.php
96,辽宁省,沈阳,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
97,辽宁省,沈阳,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
98,辽宁省,沈阳,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
99,辽宁省,沈阳,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
100,辽宁省,沈阳,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
101,辽宁省,沈阳,Baidu,https://baijiahao.baidu.com/s?id=1657795127584927321&wfr=spider&for=pc
102,内蒙古省,锡林郭勒盟,Baidu,https://baijiahao.baidu.com/s?id=1658403541897422656&wfr=spider&for=pc
103,广东省,江门,南方都市报 • 南都江门,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=12
104,广东省,广州,南方都市报 • 南都江门,https://m.mp.oeeee.com/a/BAAFRD000020200212262511.html
105,陕西省,西安,新浪陕西,https://m.weibo.cn/2162541102/4469831778965414
106,陕西省,商洛,新浪陕西,https://m.weibo.cn/2162541102/4469831778965414
107,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4469821893163355
108,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4469821893163355
109,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4469821893163355
110,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4469821893163355
111,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4471457452715962
112,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4471458430201395
113,陕西省,西安,西安发布,https://m.weibo.cn/3757167087/4471458430201395
114,山西省,运城,山西青年报,https://m.weibo.cn/detail/4468614512282405
115,广东省,中山,中山发布,https://mp.weixin.qq.com/s/03w_HdZGypbtAG33jikquw
116,广东省,中山,中山发布,https://mp.weixin.qq.com/s/0xihh12dgBBxbfozR6fnNg
117,辽宁省,沈阳,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
118,辽宁省,葫芦岛,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
119,辽宁省,朝阳,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
120,辽宁省,朝阳,辽沈晚报,https://mp.weixin.qq.com/s/0zzx4G3oUPQmzNk6JTTUzQ
121,陕西省,咸阳,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
122,陕西省,咸阳,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
123,陕西省,咸阳,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
124,陕西省,咸阳,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
125,陕西省,咸阳,咸阳发布,https://mp.weixin.qq.com/s/15bQoiHzj8ABrnySvnEtQA
126,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
127,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
128,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
129,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
130,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
131,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
132,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
133,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
134,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
135,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
136,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
137,宁夏省,中卫,银川晚报,https://mp.weixin.qq.com/s/16ICfUi-Z2UMbbckkm0Xpw
138,江苏省,宿迁,宿迁之声,https://mp.weixin.qq.com/s/1gv6bdr4kVBq4nUYOMqJHg
139,江苏省,宿迁,宿迁之声,https://mp.weixin.qq.com/s/1gv6bdr4kVBq4nUYOMqJHg
140,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
141,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
142,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
143,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
144,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
145,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
146,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
147,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
148,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
149,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
150,上海市,上海,上海发布,https://mp.weixin.qq.com/s/1l-RCQ_OfAMhOZZSmo2sDw
151,陕西省,西安,渭南发布,https://mp.weixin.qq.com/s/21pwvOkvunpCGf0F8UGsKQ
152,广东省,广州,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
153,广东省,广州,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
154,广东省,广州,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
155,广东省,广州,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
156,广东省,广州,广州卫健委,https://mp.weixin.qq.com/s/22zfhtcc5aqqWpt0anCVOQ
157,山西省,忻州,山西发布,https://mp.weixin.qq.com/s/23fOSN0X3dT99e22m34Few
158,广东省,东莞,东莞市卫生健康局,https://mp.weixin.qq.com/s/2COYPOACgINLbVZGLJ20pw
159,广东省,梅州,梅州日报,https://mp.weixin.qq.com/s/2HRalKs46VxIkbLMBBGbCA
160,广东省,梅州,梅州日报,https://mp.weixin.qq.com/s/2HRalKs46VxIkbLMBBGbCA
161,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
162,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
163,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
164,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
165,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
166,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
167,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
168,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
169,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
170,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
171,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
172,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
173,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
174,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
175,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
176,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
177,江苏省,连云港,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
178,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/2ri05eGgAq5QHorGkz07sw
179,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/2ri05eGgAq5QHorGkz07sw
180,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/2ri05eGgAq5QHorGkz07sw
181,江西省,宜春,宜春发布,https://mp.weixin.qq.com/s/3_ru000m-BsCB3uAjbohAg
182,江西省,宜春,宜春发布,https://mp.weixin.qq.com/s/3_ru000m-BsCB3uAjbohAg
183,江西省,宜春,宜春发布,https://mp.weixin.qq.com/s/3_ru000m-BsCB3uAjbohAg
184,陕西省,西安,陕西发布,https://mp.weixin.qq.com/s/39apxV_xQLEu0MJ5ToE__g
185,陕西省,西安,陕西发布,https://mp.weixin.qq.com/s/39apxV_xQLEu0MJ5ToE__g
186,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/3GBAMxcOz-brFl_7_soiXg
187,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/3GBAMxcOz-brFl_7_soiXg
188,宁夏省,银川,银川晚报,https://mp.weixin.qq.com/s/3GBAMxcOz-brFl_7_soiXg
189,广东省,珠海,珠海发布,https://mp.weixin.qq.com/s/40KCQ1yZszq1b5OMNsRctg
190,广东省,珠海,珠海发布,https://mp.weixin.qq.com/s/40KCQ1yZszq1b5OMNsRctg
191,广东省,珠海,珠海发布,https://mp.weixin.qq.com/s/40KCQ1yZszq1b5OMNsRctg
192,广东省,汕头,汕头发布,https://mp.weixin.qq.com/s/4JrjMJc7lPDCFHXY3LFSeQ
193,广东省,梅州,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
194,广东省,梅州,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
195,广东省,梅州,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
196,广东省,梅州,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
197,广东省,梅州,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
198,广东省,梅州,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
199,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
200,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
201,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
202,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
203,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
204,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
205,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
206,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
207,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
208,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
209,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
210,上海市,上海,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
211,广东省,阳江,阳春新闻,https://mp.weixin.qq.com/s/6j-iL-tu6pxdC8q8srFvdA
212,广东省,阳江,阳春新闻,https://mp.weixin.qq.com/s/6j-iL-tu6pxdC8q8srFvdA
213,宁夏省,吴忠,银川晚报,https://mp.weixin.qq.com/s/6QQRQ2p1q9OSHHa85dJvpA
214,广东省,东莞,东莞市卫生健康局,https://mp.weixin.qq.com/s/704BrIOuTkxkpuXdek9sXw
215,广东省,东莞,东莞市卫生健康局,https://mp.weixin.qq.com/s/704BrIOuTkxkpuXdek9sXw
216,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
217,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
218,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
219,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
220,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
221,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
222,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
223,广东省,深圳,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
224,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
225,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
226,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
227,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
228,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
229,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
230,上海市,上海,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
